,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),8873,,4/11/20 9:33
1,- Los Angeles County (excl. LB and Pas),8440,,4/11/20 9:33
2,#NAME?,316,,4/11/20 9:33
3,#NAME?,117,,4/11/20 9:33
5,Deaths,265,,4/11/20 9:33
6,- Los Angeles County (excl. LB and Pas),250,,4/11/20 9:33
7,#NAME?,8,,4/11/20 9:33
8,#NAME?,7,,4/11/20 9:33
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,4/11/20 9:33
12,0 to 17,91,,4/11/20 9:33
13,18 to 40,2726,,4/11/20 9:33
14,41 to 65,3744,,4/11/20 9:33
15,Over 65,1848,,4/11/20 9:33
16,Under Investigation,31,,4/11/20 9:33
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,4/11/20 9:33
18,Male,4216,,4/11/20 9:33
19,Female,3998,,4/11/20 9:33
20,Under Investigation,226,,4/11/20 9:33
23,Hospitalization LAC cases only (not Long Beach and Pasadena),,,4/11/20 9:33
24,Hospitalized (Ever),2172,,4/11/20 9:33
27,CITY/COMMUNITY,,,4/11/20 9:33
28,City of Agoura Hills,20,95.77,4/11/20 9:33
29,City of Alhambra,33,38.05,4/11/20 9:33
30,City of Arcadia,20,34.63,4/11/20 9:33
31,City of Artesia,5,29.77,4/11/20 9:33
32,City of Avalon,0,0,4/11/20 9:33
