,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),12021.0,,2020-04-18 20:41:53.028379
1,- Los Angeles County (excl. LB and Pas),11387.0,,2020-04-18 20:41:53.028379
2,- Long Beach,419.0,,2020-04-18 20:41:53.028379
3,- Pasadena,215.0,,2020-04-18 20:41:53.028379
5,Deaths,576.0,,2020-04-18 20:41:53.028379
6,- Los Angeles County (excl. LB and Pas),536.0,,2020-04-18 20:41:53.028379
7,- Long Beach,20.0,,2020-04-18 20:41:53.028379
8,- Pasadena,20.0,,2020-04-18 20:41:53.028379
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-18 20:41:53.028379
12,0 to 17,123.0,,2020-04-18 20:41:53.028379
13,18 to 40,3431.0,,2020-04-18 20:41:53.028379
14,41 to 65,5044.0,,2020-04-18 20:41:53.028379
15,Over 65,2759.0,,2020-04-18 20:41:53.028379
16,Under Investigation,30.0,,2020-04-18 20:41:53.028379
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-18 20:41:53.028379
18,Female,5551.0,,2020-04-18 20:41:53.028379
19,Male,5698.0,,2020-04-18 20:41:53.028379
20,Other,3.0,,2020-04-18 20:41:53.028379
21,Under Investigation,135.0,,2020-04-18 20:41:53.028379
23,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-18 20:41:53.028379
24,Hospitalized (Ever),3280.0,,2020-04-18 20:41:53.028379
27,CITY/COMMUNITY,,,2020-04-18 20:41:53.028379
28,City of Agoura Hills,24.0,114.93,2020-04-18 20:41:53.028379
29,City of Alhambra,42.0,48.43,2020-04-18 20:41:53.028379
30,City of Arcadia,28.0,48.48,2020-04-18 20:41:53.028379
31,City of Artesia,10.0,59.54,2020-04-18 20:41:53.028379
