,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),10496.0,,2020-04-15 15:26:28.698089
1,- Los Angeles County (excl. LB and Pas),9954.0,,2020-04-15 15:26:28.698089
2,- Long Beach,363.0,,2020-04-15 15:26:28.698089
3,- Pasadena,179.0,,2020-04-15 15:26:28.698089
5,Deaths,402.0,,2020-04-15 15:26:28.698089
6,- Los Angeles County (excl. LB and Pas),373.0,,2020-04-15 15:26:28.698089
7,- Long Beach,17.0,,2020-04-15 15:26:28.698089
8,- Pasadena,12.0,,2020-04-15 15:26:28.698089
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-15 15:26:28.698089
12,0 to 17,103.0,,2020-04-15 15:26:28.698089
13,18 to 40,3063.0,,2020-04-15 15:26:28.698089
14,41 to 65,4421.0,,2020-04-15 15:26:28.698089
15,Over 65,2318.0,,2020-04-15 15:26:28.698089
16,Under Investigation,49.0,,2020-04-15 15:26:28.698089
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-15 15:26:28.698089
18,Male,4807.0,,2020-04-15 15:26:28.698089
19,Female,4993.0,,2020-04-15 15:26:28.698089
20,Other,3.0,,2020-04-15 15:26:28.698089
21,Under Investigation,151.0,,2020-04-15 15:26:28.698089
23,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-15 15:26:28.698089
24,Hospitalized (Ever),2704.0,,2020-04-15 15:26:28.698089
27,CITY/COMMUNITY,,,2020-04-15 15:26:28.698089
28,City of Agoura Hills,21.0,100.56,2020-04-15 15:26:28.698089
29,City of Alhambra,37.0,42.66,2020-04-15 15:26:28.698089
30,City of Arcadia,25.0,43.29,2020-04-15 15:26:28.698089
31,City of Artesia,5.0,29.77,2020-04-15 15:26:28.698089
