,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),11391.0,,2020-04-17 16:31:26.781496
1,- Los Angeles County (excl. LB and Pas),10787.0,,2020-04-17 16:31:26.781496
2,- Long Beach,406.0,,2020-04-17 16:31:26.781496
3,- Pasadena,198.0,,2020-04-17 16:31:26.781496
5,Deaths,495.0,,2020-04-17 16:31:26.781496
6,- Los Angeles County (excl. LB and Pas),461.0,,2020-04-17 16:31:26.781496
7,- Long Beach,18.0,,2020-04-17 16:31:26.781496
8,- Pasadena,16.0,,2020-04-17 16:31:26.781496
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-17 16:31:26.781496
12,0 to 17,117.0,,2020-04-17 16:31:26.781496
13,18 to 40,3278.0,,2020-04-17 16:31:26.781496
14,41 to 65,4776.0,,2020-04-17 16:31:26.781496
15,Over 65,2587.0,,2020-04-17 16:31:26.781496
16,Under Investigation,29.0,,2020-04-17 16:31:26.781496
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-17 16:31:26.781496
18,Female,5239.0,,2020-04-17 16:31:26.781496
19,Male,5408.0,,2020-04-17 16:31:26.781496
20,Other,3.0,,2020-04-17 16:31:26.781496
21,Under Investigation,137.0,,2020-04-17 16:31:26.781496
23,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-17 16:31:26.781496
24,Hospitalized (Ever),3014.0,,2020-04-17 16:31:26.781496
27,CITY/COMMUNITY,,,2020-04-17 16:31:26.781496
28,City of Agoura Hills,22.0,105.35,2020-04-17 16:31:26.781496
29,City of Alhambra,40.0,46.12,2020-04-17 16:31:26.781496
30,City of Arcadia,27.0,46.75,2020-04-17 16:31:26.781496
31,City of Artesia,10.0,59.54,2020-04-17 16:31:26.781496
