,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),12341.0,,2020-04-19 15:20:35.702113
1,- Los Angeles County (excl. LB and Pas),11677.0,,2020-04-19 15:20:35.702113
2,- Long Beach,449.0,,2020-04-19 15:20:35.702113
3,- Pasadena,215.0,,2020-04-19 15:20:35.702113
5,Deaths,600.0,,2020-04-19 15:20:35.702113
6,- Los Angeles County (excl. LB and Pas),559.0,,2020-04-19 15:20:35.702113
7,- Long Beach,21.0,,2020-04-19 15:20:35.702113
8,- Pasadena,20.0,,2020-04-19 15:20:35.702113
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-19 15:20:35.702113
12,0 to 17,127.0,,2020-04-19 15:20:35.702113
13,18 to 40,3503.0,,2020-04-19 15:20:35.702113
14,41 to 65,5154.0,,2020-04-19 15:20:35.702113
15,Over 65,2869.0,,2020-04-19 15:20:35.702113
16,Under Investigation,24.0,,2020-04-19 15:20:35.702113
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-19 15:20:35.702113
18,Female,5696.0,,2020-04-19 15:20:35.702113
19,Male,5841.0,,2020-04-19 15:20:35.702113
20,Other,3.0,,2020-04-19 15:20:35.702113
21,Under Investigation,137.0,,2020-04-19 15:20:35.702113
23,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-19 15:20:35.702113
24,Hospitalized (Ever),3387.0,,2020-04-19 15:20:35.702113
27,CITY/COMMUNITY,,,2020-04-19 15:20:35.702113
28,City of Agoura Hills,24.0,114.93,2020-04-19 15:20:35.702113
29,City of Alhambra,44.0,50.74,2020-04-19 15:20:35.702113
30,City of Arcadia,28.0,48.48,2020-04-19 15:20:35.702113
31,City of Artesia,10.0,59.54,2020-04-19 15:20:35.702113
