,location,cases,Rate**,date
0,Laboratory Confirmed Cases,31197.0,,2020-05-09 14:22:57.324709
1,-- Los Angeles County (excl. LB and Pas),29768.0,,2020-05-09 14:22:57.324709
2,-- Long Beach,898.0,,2020-05-09 14:22:57.324709
3,-- Pasadena,531.0,,2020-05-09 14:22:57.324709
5,Deaths,1512.0,,2020-05-09 14:22:57.324709
6,-- Los Angeles County (excl. LB and Pas),1407.0,,2020-05-09 14:22:57.324709
7,-- Long Beach,40.0,,2020-05-09 14:22:57.324709
8,-- Pasadena,65.0,,2020-05-09 14:22:57.324709
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-09 14:22:57.324709
12,- 0 to 17,942.0,,2020-05-09 14:22:57.324709
13,- 18 to 40,10112.0,,2020-05-09 14:22:57.324709
14,- 41 to 65,12281.0,,2020-05-09 14:22:57.324709
15,- over 65,6332.0,,2020-05-09 14:22:57.324709
16,- Under Investigation,101.0,,2020-05-09 14:22:57.324709
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-09 14:22:57.324709
18,- Female,14731.0,,2020-05-09 14:22:57.324709
19,- Male,14788.0,,2020-05-09 14:22:57.324709
20,- Other,7.0,,2020-05-09 14:22:57.324709
21,- Under Investigation,242.0,,2020-05-09 14:22:57.324709
23,Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-09 14:22:57.324709
24,- American Indian/Alaska Native,17.0,,2020-05-09 14:22:57.324709
25,- Asian,1855.0,,2020-05-09 14:22:57.324709
26,- Black,1296.0,,2020-05-09 14:22:57.324709
27,- Hispanic/Latino,9124.0,,2020-05-09 14:22:57.324709
28,- Native Hawaiian/Pacific Islander,207.0,,2020-05-09 14:22:57.324709
29,- White,3621.0,,2020-05-09 14:22:57.324709
30,- Other,1303.0,,2020-05-09 14:22:57.324709
31,- Under Investigation,12345.0,,2020-05-09 14:22:57.324709
33,Hospitalization (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-09 14:22:57.324709
34,- Hospitalized (Ever),5363.0,,2020-05-09 14:22:57.324709
37,Deaths Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-09 14:22:57.324709
38,- American Indian/Alaska Native,1.0,,2020-05-09 14:22:57.324709
39,- Asian,260.0,,2020-05-09 14:22:57.324709
40,- Black,173.0,,2020-05-09 14:22:57.324709
41,- Hispanic/Latino,531.0,,2020-05-09 14:22:57.324709
42,- Native Hawaiian/Pacific Islander,14.0,,2020-05-09 14:22:57.324709
43,- White,402.0,,2020-05-09 14:22:57.324709
44,- Other,16.0,,2020-05-09 14:22:57.324709
45,- Under Investigation,10.0,,2020-05-09 14:22:57.324709
47,CITY/COMMUNITY,,,2020-05-09 14:22:57.324709
48,City of Agoura Hills,31.0,148.45,2020-05-09 14:22:57.324709
49,City of Alhambra,113.0,130.3,2020-05-09 14:22:57.324709
50,City of Arcadia,52.0,90.04,2020-05-09 14:22:57.324709
51,City of Artesia,15.0,89.31,2020-05-09 14:22:57.324709
52,City of Avalon,0.0,0.0,2020-05-09 14:22:57.324709
53,City of Azusa,101.0,201.84,2020-05-09 14:22:57.324709
