,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),10047.0,,2020-04-14 16:37:10.039529
1,- Los Angeles County (excl. LB and Pas),9533.0,,2020-04-14 16:37:10.039529
2,- Long Beach,350.0,,2020-04-14 16:37:10.039529
3,- Pasadena,164.0,,2020-04-14 16:37:10.039529
5,Deaths,360.0,,2020-04-14 16:37:10.039529
6,- Los Angeles County (excl. LB and Pas),337.0,,2020-04-14 16:37:10.039529
7,- Long Beach,14.0,,2020-04-14 16:37:10.039529
8,- Pasadena,9.0,,2020-04-14 16:37:10.039529
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-14 16:37:10.039529
12,0 to 17,99.0,,2020-04-14 16:37:10.039529
13,18 to 40,2988.0,,2020-04-14 16:37:10.039529
14,41 to 65,4211.0,,2020-04-14 16:37:10.039529
15,Over 65,2191.0,,2020-04-14 16:37:10.039529
16,Under Investigation,44.0,,2020-04-14 16:37:10.039529
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-14 16:37:10.039529
18,Male,4774.0,,2020-04-14 16:37:10.039529
19,Female,4608.0,,2020-04-14 16:37:10.039529
20,Other,3.0,,2020-04-14 16:37:10.039529
21,Under Investigation,148.0,,2020-04-14 16:37:10.039529
23,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-14 16:37:10.039529
24,Hospitalized (Ever),2517.0,,2020-04-14 16:37:10.039529
27,CITY/COMMUNITY,,,2020-04-14 16:37:10.039529
28,City of Agoura Hills,21.0,100.56,2020-04-14 16:37:10.039529
29,City of Alhambra,35.0,40.36,2020-04-14 16:37:10.039529
30,City of Arcadia,23.0,39.82,2020-04-14 16:37:10.039529
31,City of Artesia,5.0,29.77,2020-04-14 16:37:10.039529
